Date,Open,High,Low,Settle,Change,Wave,Volume,Prev. Day Open Interest,EFP Volume,EFS Volume,Block Volume
2020-11-06,50.75,50.75,50.75,50.8,-0.6,50.75,13.0,2503.0,,,30.0
2020-11-05,50.85,51.25,50.85,51.4,0.55,51.15,39.0,2498.0,,,20.0
2020-11-04,50.8,50.85,50.8,50.85,-0.2,50.82,16.0,2561.0,,,56.0
2020-11-03,50.9,51.25,50.9,51.05,0.15,51.08,23.0,2623.0,,,110.0
2020-11-02,50.7,51.0,50.7,50.9,-0.9,50.85,31.0,2638.0,,,20.0
2020-10-30,52.5,52.7,51.65,51.8,-1.15,51.9,45.0,2624.0,,,19.0
2020-10-29,56.25,56.25,56.25,56.1,-0.4,56.25,1.0,2771.0,,,
2020-10-28,,,,56.5,-0.05,,4.0,2771.0,,,
2020-10-27,56.25,56.6,56.25,56.55,-0.15,56.55,20.0,2789.0,,,
2020-10-26,,,,56.7,0.0,,,2789.0,,,
2020-10-23,56.7,56.9,56.7,56.7,-0.05,56.73,6.0,2785.0,,,
2020-10-22,,,,56.75,0.25,,1.0,2786.0,,,
2020-10-21,56.5,56.5,56.5,56.5,-0.6,56.5,10.0,2784.0,,,
2020-10-20,57.1,57.1,57.1,57.1,0.0,57.1,6.0,2810.0,,,25.0
2020-10-19,57.1,57.1,57.1,57.1,0.1,57.1,27.0,2815.0,,,20.0
2020-10-16,56.95,56.95,56.95,57.0,0.2,56.95,5.0,2817.0,,,
2020-10-15,56.5,57.05,56.4,56.8,0.2,56.67,16.0,2823.0,,,
2020-10-14,56.8,56.8,56.8,56.6,0.1,56.8,12.0,2823.0,,,
2020-10-13,56.5,56.5,56.5,56.5,-0.35,56.5,7.0,2827.0,,,
2020-10-12,57.3,57.3,56.75,56.85,-0.75,56.97,29.0,2841.0,,,5.0
2020-10-09,57.45,57.5,57.45,57.6,-0.1,57.45,11.0,2830.0,,,14.0
2020-10-08,57.6,57.6,57.6,57.7,0.05,57.6,19.0,2838.0,,,14.0
2020-10-07,57.4,57.4,57.4,57.65,-0.05,57.4,12.0,2826.0,,,34.0
2020-10-06,,,,57.7,0.0,,3.0,2834.0,,,19.0
