Date,Open,High,Low,Settle,Change,Wave,Volume,Prev. Day Open Interest,EFP Volume,EFS Volume,Block Volume
2020-09-01,51.5,51.5,51.3,51.4,-0.55,51.4,5.0,1728.0,,,
2020-08-31,51.5,51.5,51.5,51.95,1.35,51.5,5.0,1733.0,,,
2020-08-28,,,,50.6,0.15,,,1733.0,,,10.0
2020-08-27,,,,49.8,0.1,,,1704.0,,,
2020-08-26,,,,49.7,-0.05,,,1704.0,,,5.0
2020-08-25,,,,49.75,0.05,,,1704.0,,,
2020-08-24,,,,49.7,-0.1,,,1704.0,,,
2020-08-21,,,,49.8,-0.3,,,1704.0,,,
2020-08-20,,,,50.1,-0.15,,,1704.0,,,
2020-08-19,,,,50.25,-0.2,,,1704.0,,,
2020-08-18,,,,50.45,0.0,,,1704.0,,,
2020-08-17,50.4,50.4,50.4,50.45,0.05,50.4,1.0,1704.0,,,
2020-08-14,50.25,50.25,50.25,50.4,0.5,50.25,5.0,1709.0,,,
2020-08-13,49.85,49.9,49.85,49.9,0.4,49.88,2.0,1709.0,,,
2020-08-12,49.85,49.85,49.85,49.5,-0.4,49.85,5.0,1714.0,,,
2020-08-11,49.5,49.5,49.5,49.9,-0.6,49.5,1.0,1713.0,,,5.0
2020-08-10,,,,50.5,-0.7,,,1713.0,,,
2020-08-07,,,,51.2,1.0,,,1720.0,,,45.0
2020-08-06,,,,50.2,-1.4,,,1720.0,,,
2020-08-05,52.4,52.4,52.0,51.6,-0.85,52.21,7.0,1721.0,,,50.0
2020-08-04,,,,52.45,-0.15,,,1742.0,,,21.0
2020-08-03,,,,52.6,-0.1,,,1742.0,,,
2020-07-31,52.9,52.9,52.65,52.7,0.55,52.81,4.0,1744.0,,,
2020-07-30,,,,51.9,0.1,,,1576.0,,,
2020-07-29,,,,51.8,0.0,,,1576.0,,,
2020-07-28,,,,51.8,-0.45,,,1576.0,,,
2020-07-27,,,,52.25,0.25,,2.0,1573.0,,,5.0
2020-07-24,52.1,52.1,52.0,52.0,0.05,52.05,2.0,1573.0,,,
2020-07-23,,,,51.95,-0.15,,,1573.0,,,
2020-07-22,,,,52.1,0.05,,,1573.0,,,
2020-07-21,52.3,52.3,52.3,52.05,0.05,52.3,5.0,1568.0,,,
2020-07-20,,,,52.0,-0.2,,,1568.0,,,
2020-07-17,52.2,52.25,52.15,52.2,-0.15,52.22,5.0,1568.0,,,
2020-07-16,52.25,52.25,52.1,52.35,-0.25,52.2,6.0,1568.0,,,
2020-07-15,52.65,52.65,52.6,52.6,0.1,52.63,2.0,1553.0,,,15.0
2020-07-14,52.7,52.7,52.7,52.5,0.3,52.7,26.0,1514.0,,,25.0
2020-07-13,52.25,52.25,52.25,52.2,-0.2,52.25,30.0,1494.0,,,20.0
2020-07-10,52.4,52.4,52.35,52.4,0.0,52.38,2.0,1474.0,,,20.0
2020-07-09,52.55,52.55,52.55,52.4,-0.15,52.55,22.0,1469.0,,,10.0
2020-07-08,52.5,52.5,52.5,52.55,-0.45,52.5,2.0,1454.0,,,33.0
2020-07-07,53.25,53.25,53.0,53.0,0.35,53.19,7.0,1453.0,,,25.0
2020-07-06,52.65,52.65,52.6,52.65,0.2,52.62,3.0,1463.0,,,10.0
2020-07-03,52.5,52.5,52.4,52.45,-0.15,52.47,25.0,1483.0,,,5.0
2020-07-02,53.0,53.0,52.5,52.6,1.0,52.75,12.0,1472.0,,,49.0
2020-07-01,51.6,51.6,51.4,51.6,-0.55,51.5,3.0,1502.0,,,89.0
2020-06-30,52.5,52.5,51.8,52.15,-0.55,52.16,15.0,1502.0,,,125.0
2020-06-29,,,,52.7,-1.5,,5.0,1500.0,,,30.0
2020-06-26,52.4,53.15,52.4,54.2,2.1,52.84,19.0,1474.0,,,118.0
2020-06-25,,,,53.25,0.4,,,1630.0,,,
2020-06-24,,,,52.85,-0.15,,,1630.0,,,
2020-06-23,,,,53.0,-0.1,,,1630.0,,,
2020-06-22,,,,53.1,0.0,,,1630.0,,,
2020-06-19,,,,53.1,0.15,,,1630.0,,,
2020-06-18,,,,52.95,-0.4,,,1602.0,,,30.0
2020-06-17,,,,53.35,0.0,,,1644.0,,,44.0
2020-06-16,,,,53.35,-0.05,,,1644.0,,,
2020-06-15,,,,53.4,0.4,,,1644.0,,,
2020-06-12,,,,53.0,0.1,,,1704.0,,,70.0
2020-06-11,,,,52.9,-0.15,,,1704.0,,,30.0
2020-06-10,53.3,53.3,53.0,53.05,-0.65,53.03,11.0,1711.0,,,10.0
2020-06-09,54.4,54.4,54.0,53.7,-1.15,54.2,2.0,1707.0,,,5.0
2020-06-08,55.0,55.0,54.9,54.85,-0.75,54.93,3.0,1687.0,,,20.0
2020-06-05,,,,55.6,0.4,,,1682.0,,,5.0
2020-06-04,55.5,55.5,55.1,55.2,-0.6,55.17,14.0,1641.0,,,75.0
2020-06-03,56.0,56.0,55.5,55.8,0.25,55.61,21.0,1620.0,,,25.0
2020-06-02,55.5,55.5,55.5,55.55,-0.1,55.5,5.0,1625.0,,,15.0
2020-06-01,,,,55.65,1.75,,20.0,1605.0,,,10.0
2020-05-29,54.25,54.25,53.7,53.9,-0.75,54.0,5.0,1609.0,,,
2020-05-28,,,,52.25,-0.25,,,1403.0,,,
2020-05-27,,,,52.5,0.1,,,1403.0,,,
2020-05-26,,,,52.4,0.45,,,1403.0,,,
2020-05-25,,,,51.95,0.0,,,1403.0,,,
2020-05-22,,,,51.95,0.05,,,1403.0,,,
2020-05-21,,,,51.9,-0.15,,,1413.0,,,20.0
2020-05-20,52.0,52.0,52.0,52.05,0.25,52.0,5.0,1413.0,,,20.0
2020-05-19,,,,51.8,0.4,,,1413.0,,,
2020-05-18,,,,51.4,0.45,,,1413.0,,,
2020-05-15,51.9,51.9,51.5,50.95,-0.8,51.55,12.0,1396.0,,,5.0
2020-05-14,52.4,52.4,51.75,51.75,-0.65,52.0,11.0,1391.0,,,5.0
2020-05-13,,,,52.4,0.4,,,1391.0,,,
2020-05-12,52.0,52.0,52.0,52.0,0.3,52.0,1.0,1396.0,,,5.0
2020-05-11,,,,51.7,0.55,,,1391.0,,,5.0
2020-05-08,,,,51.15,0.0,,,1391.0,,,
2020-05-07,51.3,51.4,51.2,51.15,-0.05,51.3,9.0,1382.0,,,
2020-05-06,51.0,51.6,50.95,51.2,0.7,51.31,51.0,1398.0,,,10.0
2020-05-05,,,,50.5,-0.1,,,1348.0,,,80.0
2020-05-04,50.5,50.5,50.5,50.6,-0.65,50.5,1.0,1338.0,,,15.0
2020-05-01,51.5,51.5,51.25,51.25,-1.1,51.38,2.0,1336.0,,,5.0
2020-04-30,52.0,52.0,51.95,52.35,1.1,51.99,25.0,1329.0,,,105.0
2020-04-29,51.25,51.4,51.0,51.25,0.0,51.34,37.0,1281.0,,,46.0
2020-04-28,50.5,51.15,50.5,51.25,0.75,51.02,11.0,1255.0,,,80.0
2020-04-27,50.9,50.9,50.5,50.5,-2.05,50.67,10.0,1263.0,,,35.0
2020-04-24,52.15,52.4,52.15,52.55,0.5,52.29,29.0,1299.0,,,45.0
2020-04-23,,,,60.95,-0.2,,1.0,1782.0,,,3.0
2020-04-22,61.0,61.0,61.0,61.15,-0.1,61.0,2.0,1780.0,,,
2020-04-21,61.25,61.25,61.25,61.25,-0.25,61.25,1.0,1779.0,,,
2020-04-20,,,,61.5,-0.5,,,1800.0,,,36.0
2020-04-17,61.5,61.5,61.5,62.0,0.1,61.5,3.0,1749.0,,,50.0
2020-04-16,,,,61.9,-0.35,,,1719.0,,,30.0
2020-04-15,62.4,62.4,62.4,62.25,-0.5,62.4,3.0,1719.0,,,
2020-04-14,,,,62.75,-0.85,,6.0,1719.0,,,
2020-04-13,,,,63.6,,,,1719.0,,,
2020-04-09,,,,63.6,0.95,,,1719.0,,,40.0
2020-04-08,,,,62.65,-1.15,,10.0,1698.0,,,55.0
2020-04-07,64.5,64.5,64.5,63.8,-0.35,64.5,2.0,1693.0,,,18.0
2020-04-06,,,,64.15,-1.9,,1.0,1687.0,,,8.0
2020-04-03,65.6,65.6,65.6,66.05,-0.15,65.6,10.0,1678.0,,,55.0
2020-04-02,67.0,67.0,65.45,66.2,-0.5,66.64,10.0,1666.0,,,112.0
2020-04-01,67.25,67.3,67.25,66.7,-1.15,67.3,23.0,1673.0,,,75.0
2020-03-31,68.6,68.6,67.5,67.85,-1.15,68.48,110.0,1657.0,,,160.0
2020-03-30,69.0,69.15,69.0,69.0,-2.65,69.08,11.0,1688.0,,,59.0
2020-03-27,70.5,70.5,70.5,71.65,1.5,70.5,10.0,1732.0,,,142.0
2020-03-26,66.5,66.5,66.5,66.5,0.15,66.5,27.0,2370.0,,,
2020-03-25,66.2,66.4,66.2,66.35,-0.15,66.3,10.0,2369.0,,,
2020-03-24,,,,66.5,0.45,,,2369.0,,,
2020-03-23,66.1,66.1,66.05,66.05,-0.25,66.09,6.0,2364.0,,,
2020-03-20,66.2,66.25,66.2,66.3,0.15,66.21,13.0,2377.0,,,
2020-03-19,66.2,66.35,66.1,66.15,0.05,66.18,14.0,2387.0,,,
2020-03-18,66.05,66.1,66.05,66.1,0.05,66.08,10.0,2382.0,,,15.0
2020-03-17,66.0,66.0,66.0,66.05,0.5,66.0,32.0,2384.0,,,5.0
2020-03-16,66.1,66.1,66.0,65.55,-0.25,66.03,8.0,2381.0,,,20.0
2020-03-13,66.0,66.0,65.9,65.8,0.4,65.99,70.0,2366.0,,,
2020-03-12,65.1,65.1,65.05,65.4,-0.25,65.09,12.0,2356.0,,,20.0
2020-03-11,65.35,65.35,65.35,65.65,0.35,65.35,20.0,2336.0,,,
2020-03-10,65.3,65.35,65.25,65.3,0.15,65.3,24.0,2316.0,,,20.0
2020-03-09,64.7,65.0,64.6,65.15,-0.75,64.86,18.0,2321.0,,,
2020-03-06,65.75,66.0,65.75,65.9,-0.5,65.89,26.0,2316.0,,,
2020-03-05,66.2,66.6,66.2,66.4,0.65,66.46,79.0,2329.0,,,10.0
2020-03-04,66.0,66.0,65.3,65.75,-0.45,65.71,37.0,2288.0,,,145.0
2020-03-03,66.05,66.05,66.05,66.2,-0.15,66.05,60.0,2315.0,,,15.0
2020-03-02,66.25,66.35,66.25,66.35,-0.05,66.3,18.0,2305.0,,,
2020-02-28,66.0,66.0,65.8,66.4,-0.5,65.95,27.0,2350.0,,,40.0
2020-02-27,,,,67.9,0.15,,,2136.0,,,
2020-02-26,,,,67.75,-0.15,,,2136.0,,,
2020-02-25,,,,67.9,-0.1,,,2136.0,,,
2020-02-24,,,,68.0,0.1,,,2136.0,,,
2020-02-21,,,,67.9,-0.7,,,2136.0,,,
2020-02-20,,,,68.6,0.4,,,2136.0,,,
2020-02-19,68.3,68.3,68.3,68.2,-0.2,68.3,5.0,2131.0,,,5.0
2020-02-18,68.6,68.6,68.4,68.4,-0.7,68.45,30.0,2136.0,,,
2020-02-17,,,,69.1,-0.35,,,2136.0,,,
2020-02-14,,,,69.45,0.35,,,2141.0,,,
2020-02-13,,,,69.1,0.2,,,2166.0,,,25.0
2020-02-12,,,,68.9,-0.05,,,2151.0,,,15.0
2020-02-11,,,,68.95,0.85,,,2151.0,,,
2020-02-10,,,,68.1,-0.4,,,2151.0,,,
2020-02-07,69.5,69.5,68.5,68.5,-1.2,68.83,46.0,2101.0,,,25.0
2020-02-06,69.35,69.75,69.35,69.7,0.4,69.62,65.0,2141.0,,,131.0
2020-02-05,69.0,69.5,69.0,69.3,0.75,69.38,47.0,2107.0,,,55.0
2020-02-04,,,,68.55,2.25,,,2126.0,,,75.0
2020-02-03,,,,66.3,0.0,,,2126.0,,,
2020-01-31,66.1,66.1,66.1,66.3,-0.05,66.1,5.0,2078.0,,,145.0
2020-01-30,,,,68.65,0.05,,,1909.0,,,11.0
2020-01-29,,,,68.6,0.25,,,1931.0,,,30.0
2020-01-28,,,,68.35,-0.75,,,1931.0,,,
2020-01-27,,,,69.1,0.0,,5.0,1931.0,,,
2020-01-24,,,,69.1,0.0,,,1931.0,,,5.0
2020-01-23,,,,69.1,1.2,,,1930.0,,,1.0
2020-01-22,,,,67.9,-1.15,,,1933.0,,,3.0
2020-01-21,,,,69.05,-0.85,,1.0,1931.0,,,5.0
2020-01-20,,,,69.9,-0.1,,4.0,1932.0,,,2.0
2020-01-17,,,,70.0,-0.45,,,1932.0,,,
2020-01-16,,,,70.45,-0.05,,,1930.0,,,7.0
2020-01-15,,,,70.5,-0.3,,2.0,1930.0,,,1.0
2020-01-14,,,,70.8,-1.45,,3.0,1952.0,,,26.0
2020-01-13,72.35,72.35,72.35,72.25,1.35,72.35,37.0,1961.0,,,45.0
2020-01-10,69.85,71.15,69.85,70.9,1.95,70.56,16.0,1980.0,,,49.0
2020-01-09,,,,68.95,1.85,,23.0,1993.0,,,230.0
2020-01-08,67.5,67.5,67.5,67.1,-0.05,67.5,26.0,1997.0,,,42.0
2020-01-07,67.2,67.2,67.2,67.15,-0.1,67.2,15.0,2019.0,,,38.0
2020-01-06,67.3,67.3,67.3,67.25,-0.25,67.3,1.0,2045.0,,,40.0
2020-01-03,67.25,67.5,67.25,67.5,-0.4,67.4,6.0,2029.0,,,117.0
2020-01-02,67.5,67.5,67.5,67.9,,67.5,25.0,2004.0,,,10.0
2019-12-31,,,,67.7,0.0,,,1994.0,,,10.0
2019-12-30,,,,67.7,-0.7,,14.0,1939.0,,,89.0
2019-12-27,,,,68.4,0.6,,6.0,1939.0,,,
2019-12-26,,,,66.5,,,,2718.0,,,
2019-12-24,,,,66.5,0.7,,,2718.0,,,
2019-12-23,,,,65.8,-0.55,,,2719.0,,,1.0
2019-12-20,66.4,66.4,66.4,66.35,-0.1,66.4,5.0,2714.0,,,
2019-12-19,66.55,66.55,66.55,66.45,0.25,66.55,5.0,2709.0,,,
2019-12-18,,,,66.2,0.3,,,2709.0,,,
2019-12-17,,,,65.9,-0.55,,,2709.0,,,
2019-12-16,66.45,66.45,66.45,66.45,0.15,66.45,5.0,2704.0,,,5.0
2019-12-13,,,,66.3,-0.2,,,2704.0,,,
2019-12-12,66.15,66.15,66.15,66.5,0.4,66.15,5.0,2689.0,,,25.0
2019-12-11,,,,66.1,0.1,,,2689.0,,,
2019-12-10,,,,66.0,-0.2,,,2689.0,,,
2019-12-09,66.25,66.3,66.0,66.2,-0.2,66.19,28.0,2685.0,,,
2019-12-06,,,,66.4,-0.15,,2.0,2682.0,,,25.0
2019-12-05,,,,66.55,-0.25,,,2720.0,,,68.0
2019-12-04,67.1,67.1,67.0,66.8,-0.6,67.03,3.0,2718.0,,,10.0
2019-12-03,,,,67.4,-0.2,,,2718.0,,,10.0
2019-12-02,67.75,67.75,67.5,67.6,-1.75,67.63,10.0,2713.0,,,5.0
2019-11-29,69.1,69.1,68.75,69.35,0.45,69.01,40.0,2695.0,,,22.0
2019-11-28,,,,67.45,-0.3,,,2357.0,,,
2019-11-27,,,,67.75,0.35,,,2357.0,,,
2019-11-26,,,,67.4,0.65,,,2357.0,,,
2019-11-25,,,,66.75,-1.15,,,2357.0,,,
2019-11-22,,,,67.9,0.35,,,2357.0,,,
2019-11-21,,,,67.55,0.1,,,2357.0,,,
2019-11-20,,,,67.45,0.05,,,2357.0,,,
2019-11-19,,,,67.4,-0.1,,,2357.0,,,
2019-11-18,,,,67.5,0.35,,,2357.0,,,
2019-11-15,,,,67.15,0.45,,,2357.0,,,
2019-11-14,66.8,66.8,66.8,66.7,0.0,66.8,1.0,2357.0,,,5.0
2019-11-13,,,,66.7,0.15,,,2357.0,,,
2019-11-12,,,,66.55,-0.4,,,2376.0,,,25.0
2019-11-11,,,,66.95,0.15,,20.0,2461.0,,,75.0
2019-11-08,66.25,66.25,66.25,66.8,0.35,66.25,6.0,2464.0,,,40.0
2019-11-07,66.5,66.5,66.5,66.45,-0.1,66.5,1.0,2465.0,,,
2019-11-06,,,,66.55,-0.6,,,2461.0,,,5.0
2019-11-05,,,,67.15,-0.2,,,2461.0,,,5.0
2019-11-04,,,,67.35,0.1,,,2461.0,,,
2019-11-01,,,,67.25,0.35,,,2463.0,,,
2019-10-31,67.1,67.1,67.1,66.9,-0.05,67.1,1.0,2453.0,,,25.0
2019-10-30,67.0,67.0,67.0,66.95,0.0,67.0,2.0,2458.0,,,17.0
2019-10-29,,,,66.95,0.1,,,2438.0,,,75.0
2019-10-28,67.0,67.0,66.6,66.85,-0.3,66.93,6.0,2427.0,,,10.0
2019-10-25,67.4,67.4,67.4,67.15,-0.35,67.4,5.0,2422.0,,,71.0
2019-10-24,,,,67.25,0.25,,,1818.0,,,
2019-10-23,,,,67.0,-0.45,,,1818.0,,,
2019-10-22,,,,67.45,-0.15,,,1818.0,,,
2019-10-21,,,,67.6,0.1,,,1818.0,,,
2019-10-18,,,,67.5,-0.05,,1.0,1817.0,,,35.0
2019-10-17,,,,67.55,0.25,,2.0,1806.0,,,15.0
2019-10-16,,,,67.3,0.4,,,1806.0,,,
2019-10-15,,,,66.9,0.38,,,1821.0,,,25.0
2019-10-14,,,,66.52,0.12,,1.0,1822.0,,,15.0
2019-10-11,66.95,66.95,66.95,66.4,-1.0,66.95,9.0,1839.0,,,45.0
2019-10-10,,,,67.4,-0.05,,6.0,1825.0,,,10.0
2019-10-09,67.5,67.5,67.5,67.45,0.55,67.5,17.0,1848.0,,,25.0
2019-10-08,,,,66.9,0.45,,19.0,1857.0,,,22.0
2019-10-07,66.25,66.25,66.25,66.45,1.25,66.25,16.0,1864.0,,,5.0
2019-10-04,,,,65.2,0.4,,1.0,1859.0,,,15.0
2019-10-03,65.25,65.25,65.25,64.8,-1.45,65.25,7.0,1858.0,,,65.0
2019-10-02,66.75,66.75,66.75,66.25,-1.15,66.75,8.0,1887.0,,,80.0
2019-10-01,68.0,68.0,67.5,67.4,-2.65,67.81,11.0,1910.0,,,125.0
2019-09-30,68.15,68.3,68.15,70.05,1.9,68.22,36.0,1892.0,,,135.0
2019-09-27,68.15,68.15,68.15,68.15,0.65,68.15,17.0,2047.0,,,250.0
2019-09-26,,,,65.15,-0.25,,,2162.0,,,
2019-09-25,,,,65.4,0.2,,,2162.0,,,
2019-09-24,,,,65.2,-0.15,,,2162.0,,,
2019-09-23,,,,65.35,-0.1,,,2162.0,,,
2019-09-20,,,,65.45,-0.1,,,2162.0,,,
2019-09-19,,,,65.55,0.2,,,2162.0,,,
2019-09-18,,,,65.35,-0.25,,,2162.0,,,
2019-09-17,66.25,66.25,66.0,65.6,-0.55,66.04,6.0,2157.0,,,20.0
2019-09-16,66.0,66.25,66.0,66.15,0.45,66.21,6.0,2152.0,,,
2019-09-13,66.15,66.15,66.15,65.7,0.2,66.15,5.0,2142.0,,,5.0
2019-09-12,,,,65.5,0.15,,30.0,2142.0,,,
2019-09-11,,,,65.35,-0.45,,,2142.0,,,10.0
2019-09-10,65.5,66.4,65.4,65.8,0.25,65.8,29.0,2172.0,,,110.0
2019-09-09,,,,65.55,-0.7,,,2171.0,,,30.0
2019-09-06,,,,66.25,-0.65,,,2171.0,,,70.0
2019-09-05,66.75,66.75,66.75,66.9,0.55,66.75,6.0,2190.0,,,70.0
2019-09-04,66.2,66.5,66.1,66.35,-0.15,66.33,56.0,2189.0,,,10.0
2019-09-03,65.25,66.5,65.25,66.5,1.45,66.31,49.0,2159.0,,,50.0
2019-09-02,,,,65.05,0.8,,,2134.0,,,45.0
2019-08-30,,,,65.75,0.45,,,1811.0,,,
2019-08-29,,,,65.3,-0.3,,,1811.0,,,
2019-08-28,,,,65.6,0.2,,,1811.0,,,
2019-08-27,,,,65.4,-0.35,,,1811.0,,,
2019-08-26,,,,65.75,0.0,,,1811.0,,,
2019-08-23,,,,65.75,0.4,,,1811.0,,,
2019-08-22,,,,65.35,-0.1,,,1811.0,,,
2019-08-21,,,,65.45,-0.5,,,1811.0,,,
2019-08-20,,,,65.95,-0.4,,,1811.0,,,
2019-08-19,,,,66.35,0.05,,,1811.0,,,
2019-08-16,,,,66.3,-0.05,,,1811.0,,,
2019-08-15,,,,66.35,-0.5,,,1811.0,,,
2019-08-14,,,,66.85,-0.3,,,1811.0,,,
2019-08-13,,,,67.15,-0.15,,,1811.0,,,
2019-08-12,,,,67.3,-0.55,,,1811.0,,,
2019-08-09,,,,67.85,0.05,,,1811.0,,,
2019-08-08,,,,67.8,0.05,,,1811.0,,,
2019-08-07,67.5,67.5,67.5,67.75,-0.3,67.5,5.0,1812.0,,,
2019-08-06,68.1,68.35,67.9,68.05,-0.85,68.16,30.0,1842.0,,,
2019-08-05,,,,68.9,-0.25,,,1842.0,,,25.0
2019-08-02,,,,69.15,-0.3,,,1832.0,,,45.0
2019-08-01,68.9,68.9,68.9,69.45,0.0,68.9,1.0,1847.0,,,25.0
2019-07-31,69.3,69.3,69.3,69.45,-0.2,69.3,6.0,1846.0,,,105.0
2019-07-30,71.3,71.3,69.45,69.65,-1.95,70.3,19.0,1826.0,,,45.0
2019-07-29,72.25,72.25,71.5,71.6,-1.8,71.82,22.0,1826.0,,,20.0
2019-07-26,73.5,73.5,73.5,73.4,-1.25,73.5,2.0,1836.0,,,10.0
2019-07-25,,,,74.4,0.2,,,1883.0,,,
2019-07-24,,,,74.2,0.35,,,1883.0,,,
2019-07-23,74.0,74.0,74.0,73.85,-0.65,74.0,43.0,1873.0,,,50.0
2019-07-22,74.85,74.85,74.85,74.5,0.4,74.85,1.0,1873.0,,,
2019-07-19,,,,74.1,0.25,,45.0,1863.0,,,67.0
2019-07-18,,,,73.85,-0.45,,20.0,1838.0,,,5.0
2019-07-17,,,,74.3,1.0,,,1828.0,,,10.0
2019-07-16,,,,73.3,-1.05,,1.0,1829.0,,,
2019-07-15,,,,74.35,-0.25,,,1839.0,,,20.0
2019-07-12,75.0,75.0,75.0,74.6,-0.45,75.0,8.0,1828.0,,,30.0
2019-07-11,,,,75.05,-0.4,,18.0,1842.0,,,71.0
2019-07-10,,,,75.45,0.55,,,1822.0,,,85.0
2019-07-09,,,,74.9,-0.3,,1.0,1823.0,,,35.0
2019-07-08,75.2,75.2,75.2,75.2,-1.0,75.2,2.0,1804.0,,,33.0
2019-07-05,,,,76.2,-0.8,,,1805.0,,,142.0
2019-07-04,,,,77.0,4.25,,,1815.0,,,52.0
2019-07-03,,,,72.75,2.75,,3.0,1817.0,,,25.0
2019-07-02,,,,70.0,2.0,,15.0,1845.0,,,55.0
2019-07-01,,,,68.0,0.75,,,1844.0,,,21.0
2019-06-28,67.0,67.0,67.0,67.25,0.1,67.0,2.0,1870.0,,,39.0
2019-06-27,,,,71.0,0.1,,,2229.0,,,
2019-06-26,,,,70.9,-0.05,,,2229.0,,,
2019-06-25,,,,70.95,0.35,,,2229.0,,,
2019-06-24,,,,70.6,-0.7,,,2229.0,,,
2019-06-21,,,,71.3,0.8,,,2229.0,,,
2019-06-20,,,,70.5,-0.1,,,2229.0,,,
2019-06-19,,,,70.6,-0.2,,,2224.0,,,45.0
2019-06-18,,,,70.8,-0.35,,,2239.0,,,15.0
2019-06-17,,,,71.15,-0.25,,,2239.0,,,30.0
2019-06-14,,,,71.4,-0.45,,,2239.0,,,
2019-06-13,,,,71.85,-0.1,,,2248.0,,,25.0
2019-06-12,72.0,72.0,71.9,71.95,-2.2,71.92,6.0,2247.0,,,10.0
2019-06-11,,,,74.15,0.65,,35.0,2292.0,,,15.0
2019-06-10,72.8,72.8,72.8,73.5,0.7,72.8,1.0,2292.0,,,20.0
2019-06-07,73.2,73.2,73.2,72.8,-0.2,73.2,1.0,2292.0,,,25.0
2019-06-06,72.5,73.25,72.5,73.0,0.15,73.04,9.0,2283.0,,,35.0
2019-06-05,73.25,73.25,73.2,72.85,-0.5,73.23,3.0,2281.0,,,
2019-06-04,,,,73.35,0.1,,,2241.0,,,50.0
2019-06-03,75.3,75.3,73.0,73.25,-2.55,75.06,55.0,2142.0,,,50.0
2019-05-31,75.75,76.5,75.75,75.8,-0.45,76.18,14.0,2161.0,,,35.0
2019-05-30,,,,83.4,-0.05,,,1569.0,,,
2019-05-29,,,,83.45,0.15,,,1569.0,,,
2019-05-28,,,,83.3,-0.35,,,1569.0,,,
2019-05-27,,,,83.65,0.0,,,1569.0,,,
2019-05-24,,,,83.65,-0.1,,,1569.0,,,
2019-05-23,,,,83.75,-0.25,,,1569.0,,,
2019-05-22,,,,84.0,0.15,,,1569.0,,,
2019-05-21,,,,83.85,0.0,,,1571.0,,,2.0
2019-05-20,,,,83.85,-0.25,,,1571.0,,,
2019-05-17,,,,84.1,-0.05,,,1571.0,,,
2019-05-16,,,,84.15,-0.3,,,1571.0,,,
2019-05-15,,,,84.45,-0.35,,,1571.0,,,
2019-05-14,85.0,85.0,84.65,84.8,-0.75,84.95,7.0,1571.0,,,
2019-05-13,85.5,85.6,85.5,85.55,-0.6,85.55,2.0,1565.0,,,5.0
2019-05-10,86.1,86.1,86.1,86.15,-0.1,86.1,1.0,1568.0,,,4.0
2019-05-09,86.75,86.75,86.45,86.25,-0.95,86.5,7.0,1545.0,,,20.0
2019-05-08,86.75,87.0,86.75,87.2,0.2,86.83,6.0,1543.0,,,
2019-05-07,86.75,86.75,86.5,87.0,0.05,86.63,2.0,1541.0,,,
2019-05-06,,,,86.95,-0.65,,,1541.0,,,
2019-05-03,87.3,87.3,87.3,87.6,0.4,87.3,5.0,1496.0,,,40.0
2019-05-02,86.5,87.25,86.5,87.2,0.0,87.1,5.0,1508.0,,,13.0
2019-05-01,87.0,87.0,87.0,87.2,-0.1,87.0,5.0,1508.0,,,20.0
2019-04-30,86.5,87.1,86.5,87.3,0.4,86.87,3.0,1520.0,,,35.0
2019-04-29,86.75,86.75,86.5,86.9,-0.1,86.68,7.0,1524.0,,,
2019-04-26,87.1,87.1,86.5,87.0,-0.9,86.79,5.0,1499.0,,,68.0
2019-04-25,,,,85.45,0.8,,,1521.0,,,10.0
2019-04-24,,,,84.65,0.05,,,1521.0,,,
2019-04-23,,,,84.6,0.15,,,1521.0,,,
2019-04-22,,,,84.45,,,,1521.0,,,
2019-04-18,,,,84.45,-0.15,,10.0,1531.0,,,
2019-04-17,,,,84.6,0.5,,,1531.0,,,
2019-04-16,,,,84.1,-0.25,,,1531.0,,,
2019-04-15,,,,84.35,0.15,,,1531.0,,,4.0
2019-04-12,,,,84.2,0.05,,,1531.0,,,
2019-04-11,82.0,82.0,82.0,84.15,1.95,82.0,16.0,1516.0,,,14.0
2019-04-10,81.5,82.0,81.5,82.2,1.0,81.75,2.0,1515.0,,,
2019-04-09,,,,81.2,0.8,,1.0,1504.0,,,10.0
2019-04-08,,,,80.4,1.55,,31.0,1515.0,,,45.0
2019-04-05,,,,78.85,1.15,,2.0,1505.0,,,43.0
2019-04-04,,,,77.7,-1.3,,11.0,1484.0,,,55.0
2019-04-03,,,,79.0,-2.1,,3.0,1473.0,,,49.0
2019-04-02,,,,81.1,-1.4,,6.0,1483.0,,,140.0
2019-04-01,,,,82.5,-2.2,,55.0,1602.0,,,125.0
2019-03-29,86.75,86.75,85.0,84.7,-2.5,85.44,17.0,1614.0,,,273.0
2019-03-28,,,,92.95,-0.55,,,2035.0,,,
2019-03-27,,,,93.5,0.3,,,2035.0,,,
2019-03-26,,,,93.2,-0.35,,,2035.0,,,
2019-03-25,,,,93.55,0.25,,,2035.0,,,
2019-03-22,,,,93.3,-0.2,,,2035.0,,,
2019-03-21,,,,93.5,-0.05,,,2040.0,,,5.0
2019-03-20,,,,93.55,0.1,,,2040.0,,,
2019-03-19,,,,93.45,-0.35,,,2040.0,,,
2019-03-18,,,,93.8,-0.05,,,2040.0,,,
2019-03-15,,,,93.85,-0.75,,,2020.0,,,20.0
2019-03-14,,,,94.6,0.1,,,2020.0,,,5.0
2019-03-13,,,,94.5,-0.55,,,2015.0,,,40.0
2019-03-12,,,,95.05,0.5,,,2015.0,,,
